  PER  STP          DAYS    FID         OFE              TFDR-INI            NR-SWD-INI             R-SWD-INI              QREQ-INI              TFDR-FIN            NR-SWD-FIN             R-SWD-FIN              QREQ-FIN                 Q-FIN  DEF-FLAG
   13    2        395.46      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    1        410.67      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   14    2        425.88      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    1        441.09      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   15    2        456.30      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   16    1        471.51      1      0.6919             8516.2332             1972.3866             2157.2978             4386.5488             8516.2332             1972.3866             2157.2978             4386.5488             4386.5488         0
   16    1        471.51      2      0.6650             2631.0426             1972.3866              658.6560                0.0000             2631.0426             1972.3866              658.6560                0.0000                0.0000         0
   16    1        471.51      3      0.7977             6508.5680             2629.8488             1643.6555             2235.0637             6508.5680             2629.8488             1643.6555             2235.0637             2235.0637         0
   16    1        471.51      4      0.7600             3758.7447             1314.9244             1540.9270              902.8933             3758.7447             1314.9244             1540.9270              902.8933              902.8933         0
   16    1        471.51      5      0.5939             5468.4472             1314.9244                0.0000             4153.5228             5468.4472             1314.9244                0.0000             4153.5228             4153.5228         0
   16    1        471.51      6      0.7125            10145.6275             2629.8488             2465.4832             5050.2955            10145.6275             2629.8488             2465.4832             5050.2955             4740.1478         0
   16    1        471.51      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   16    1        471.51      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   16    2        486.72      1      0.6918             8545.2146             1972.3866             2157.2978             4415.5302             8545.2146             1972.3866             2157.2978             4415.5302             4415.5302         0
   16    2        486.72      2      0.6650             2631.0426             1972.3866              658.6560                0.0000             2631.0426             1972.3866              658.6560                0.0000                0.0000         0
   16    2        486.72      3      0.7969             6652.5850             2629.8488             1643.6555             2379.0808             6652.5850             2629.8488             1643.6555             2379.0808             2379.0808         0
   16    2        486.72      4      0.7600             3867.2952             1314.9244             1540.9270             1011.4438             3867.2952             1314.9244             1540.9270             1011.4438             1011.4438         0
   16    2        486.72      5      0.5939             5468.4472             1314.9244                0.0000             4153.5228             5468.4472             1314.9244                0.0000             4153.5228             4153.5228         0
   16    2        486.72      6      0.7125            13009.3657             2629.8488             2465.4832             7914.0337            13009.3657             2629.8488             2465.4832             7914.0337             7867.6189         0
   16    2        486.72      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   16    2        486.72      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   17    1        501.93      1      0.7420            19714.5886             2465.4832             2157.2978            15091.8076            19714.5886             2465.4832             2157.2978            15091.8076            15000.0000         0
   17    1        501.93      2      0.7000             4904.0910             2465.4832              924.5562             1514.0515             4904.0910             2465.4832              924.5562             1514.0515             1514.0515         0
   17    1        501.93      3      0.8526            16777.2686             3287.3110             1643.6555            11846.3022            16777.2686             3287.3110             1643.6555            11846.3022             6000.0000         0
   17    1        501.93      4      0.8000             7812.4496             1643.6555             1540.9270             4627.8671             7812.4496             1643.6555             1540.9270             4627.8671             4627.8671         0
   17    1        501.93      5      0.6383            12358.8153             1643.6555                0.0000            10715.1598            12358.8153             1643.6555                0.0000            10715.1598            10715.1598         0
   17    1        501.93      6      0.7500            25304.4011             3287.3110             2465.4832            19551.6069            25304.4011             3287.3110             2465.4832            19551.6069            13342.9212         0
   17    1        501.93      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   17    1        501.93      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   17    2        517.14      1      0.7420            19714.5886             2465.4832             2157.2978            15091.8076            19714.5886             2465.4832             2157.2978            15091.8076            15000.0000         0
   17    2        517.14      2      0.7000             4904.0910             2465.4832              924.5562             1514.0515             4904.0910             2465.4832              924.5562             1514.0515             1514.0515         0
   17    2        517.14      3      0.8523            16887.8413             3287.3110             1643.6555            11956.8749            16887.8413             3287.3110             1643.6555            11956.8749             6000.0000         0
   17    2        517.14      4      0.8000             7893.4109             1643.6555             1540.9270             4708.8284             7893.4109             1643.6555             1540.9270             4708.8284             4708.8284         0
   17    2        517.14      5      0.6383            12358.8153             1643.6555                0.0000            10715.1598            12358.8153             1643.6555                0.0000            10715.1598            10715.1598         0
   17    2        517.14      6      0.7500            26649.0993             3287.3110             2465.4832            20896.3051            26649.0993             3287.3110             2465.4832            20896.3051            13110.7705         0
   17    2        517.14      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   17    2        517.14      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   18    1        532.35      1      0.7405            24733.9500             2958.5799             8629.1913            13146.1788            24733.9500             2958.5799             8629.1913            13146.1788            13146.1788         0
   18    1        532.35      2      0.7000             6310.3649             2958.5799             2191.7019             1160.0831             6310.3649             2958.5799             2191.7019             1160.0831             1160.0831         0
   18    1        532.35      3      0.8503            21115.2241             3944.7732             6574.6219            10595.8290            21115.2241             3944.7732             6574.6219            10595.8290             6000.0000         0
   18    1        532.35      4      0.8000            10360.4289             1972.3866             3130.2256             5257.8167            10360.4289             1972.3866             3130.2256             5257.8167             5257.8167         0
   18    1        532.35      5      0.6368            15542.5142             1972.3866                0.0000            13570.1276            15542.5142             1972.3866                0.0000            13570.1276            13570.1276         0
   18    1        532.35      6      0.7500            33635.4652             3944.7732             9861.9329            19828.7591            33635.4652             3944.7732             9861.9329            19828.7591            13048.0133         0
   18    1        532.35      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   18    1        532.35      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   18    2        547.56      1      0.7405            24733.9500             2958.5799             8629.1913            13146.1788            24733.9500             2958.5799             8629.1913            13146.1788            13146.1788         0
   18    2        547.56      2      0.7000             6310.3649             2958.5799             2191.7019             1160.0831             6310.3649             2958.5799             2191.7019             1160.0831             1160.0831         0
   18    2        547.56      3      0.8501            21208.8771             3944.7732             6574.6219            10689.4820            21208.8771             3944.7732             6574.6219            10689.4820             6000.0000         0
   18    2        547.56      4      0.8000            10438.8819             1972.3866             3130.2256             5336.2696            10438.8819             1972.3866             3130.2256             5336.2696             5336.2696         0
   18    2        547.56      5      0.6368            15542.5142             1972.3866                0.0000            13570.1276            15542.5142             1972.3866                0.0000            13570.1276            13570.1276         0
   18    2        547.56      6      0.7500            34033.1444             3944.7732             9861.9329            20226.4383            34033.1444             3944.7732             9861.9329            20226.4383            12981.4086         0
   18    2        547.56      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   18    2        547.56      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   19    1        562.77      1      0.7000            15050.3514             2958.5799             8629.1913             3462.5802            15050.3514             2958.5799             8629.1913             3462.5802             3462.5802         0
   19    1        562.77      2      0.7000             6455.1231             2958.5799             1224.2264             2272.3168             6455.1231             2958.5799             1224.2264             2272.3168             2272.3168         0
   19    1        562.77      3      0.8000            10970.2968             3944.7732             6574.6219              450.9017            10970.2968             3944.7732             6574.6219              450.9017              450.9017         0
   19    1        562.77      4      0.8000            10803.6065             1972.3866             3130.2256             5700.9943            10803.6065             1972.3866             3130.2256             5700.9943             5700.9943         0
   19    1        562.77      5      0.6000            10041.3027             1972.3866                0.0000             8068.9161            10041.3027             1972.3866                0.0000             8068.9161             8068.9161         0
   19    1        562.77      6      0.7500            35204.2828             3944.7732             9861.9329            21397.5767            35204.2828             3944.7732             9861.9329            21397.5767            12934.8468         0
   19    1        562.77      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   19    1        562.77      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   19    2        577.98      1      0.7000            15050.3514             2958.5799             8629.1913             3462.5802            15050.3514             2958.5799             8629.1913             3462.5802             3462.5802         0
   19    2        577.98      2      0.7000             6455.1231             2958.5799             1224.2264             2272.3168             6455.1231             2958.5799             1224.2264             2272.3168             2272.3168         0
   19    2        577.98      3      0.8000            11073.6472             3944.7732             6574.6219              554.2520            11073.6472             3944.7732             6574.6219              554.2520              554.2520         0
   19    2        577.98      4      0.8000            10917.3775             1972.3866             3130.2256             5814.7653            10917.3775             1972.3866             3130.2256             5814.7653             5814.7653         0
   19    2        577.98      5      0.6000            10041.3027             1972.3866                0.0000             8068.9161            10041.3027             1972.3866                0.0000             8068.9161             8068.9161         0
   19    2        577.98      6      0.7500            35204.2828             3944.7732             9861.9329            21397.5767            35204.2828             3944.7732             9861.9329            21397.5767            12895.5663         0
   19    2        577.98      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   19    2        577.98      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   20    1        593.19      1      0.7000            13408.4900             2465.4832             8629.1913             2313.8155            13408.4900             2465.4832             8629.1913             2313.8155             2313.8155         0
   20    1        593.19      2      0.7000             5750.1134             2465.4832              922.2347             2362.3955             5750.1134             2465.4832              922.2347             2362.3955             2362.3955         0
   20    1        593.19      3      0.8000             9962.3992             3287.3110             6574.6219              100.4663             9962.3992             3287.3110             6574.6219              100.4663              100.4663         0
   20    1        593.19      4      0.8000             9814.5528             1643.6555             3130.2256             5040.6716             9814.5528             1643.6555             3130.2256             5040.6716             5040.6716         0
   20    1        593.19      5      0.6000             8944.6209             1643.6555                0.0000             7300.9654             8944.6209             1643.6555                0.0000             7300.9654             7300.9654         0
   20    1        593.19      6      0.7500            30141.9601             3287.3110             9861.9329            16992.7162            30141.9601             3287.3110             9861.9329            16992.7162            12859.1083         0
   20    1        593.19      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   20    1        593.19      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   20    2        608.40      1      0.7000            13408.4900             2465.4832             8629.1913             2313.8155            13408.4900             2465.4832             8629.1913             2313.8155             2313.8155         0
   20    2        608.40      2      0.7000             5750.1134             2465.4832              922.2347             2362.3955             5750.1134             2465.4832              922.2347             2362.3955             2362.3955         0
   20    2        608.40      3      0.8000            10003.2815             3287.3110             6574.6219              141.3486            10003.2815             3287.3110             6574.6219              141.3486              141.3486         0
   20    2        608.40      4      0.8000             9926.2375             1643.6555             3130.2256             5152.3563             9926.2375             1643.6555             3130.2256             5152.3563             5152.3563         0
   20    2        608.40      5      0.6000             8944.6209             1643.6555                0.0000             7300.9654             8944.6209             1643.6555                0.0000             7300.9654             7300.9654         0
   20    2        608.40      6      0.7500            30141.9601             3287.3110             9861.9329            16992.7162            30141.9601             3287.3110             9861.9329            16992.7162            12828.9219         0
   20    2        608.40      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   20    2        608.40      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   21    1        623.61      1      0.6421            14381.7121             1972.3866             3235.9467             9173.3788            14381.7121             1972.3866             3235.9467             9173.3788             9173.3788         0
   21    1        623.61      2      0.6246             8143.9059             1972.3866             1386.8343             4784.6850             8143.9059             1972.3866             1386.8343             4784.6850             4784.6850         0
   21    1        623.61      3      0.7600             8161.5338             2629.8488             2465.4832             3066.2018             8161.5338             2629.8488             2465.4832             3066.2018             3066.2018         0
   21    1        623.61      4      0.7242            12941.9961             1314.9244             2311.3905             9315.6811            12941.9961             1314.9244             2311.3905             9315.6811             8000.0000         0
   21    1        623.61      5      0.5438            10052.5208             1314.9244                0.0000             8737.5964            10052.5208             1314.9244                0.0000             8737.5964             8737.5964         0
   21    1        623.61      6      0.7125            21166.9029             2629.8488             3698.2248            14838.8293            21166.9029             2629.8488             3698.2248            14838.8293            12798.0519         0
   21    1        623.61      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   21    1        623.61      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   21    2        638.82      1      0.6421            14381.7121             1972.3866             3235.9467             9173.3788            14381.7121             1972.3866             3235.9467             9173.3788             9173.3788         0
   21    2        638.82      2      0.6246             8143.9059             1972.3866             1386.8343             4784.6850             8143.9059             1972.3866             1386.8343             4784.6850             4784.6850         0
   21    2        638.82      3      0.7600             8186.6442             2629.8488             2465.4832             3091.3122             8186.6442             2629.8488             2465.4832             3091.3122             3091.3122         0
   21    2        638.82      4      0.7243            12991.9166             1314.9244             2311.3905             9365.6017            12991.9166             1314.9244             2311.3905             9365.6017             8000.0000         0
   21    2        638.82      5      0.5438            10052.5208             1314.9244                0.0000             8737.5964            10052.5208             1314.9244                0.0000             8737.5964             8737.5964         0
   21    2        638.82      6      0.7125            21166.9029             2629.8488             3698.2248            14838.8293            21166.9029             2629.8488             3698.2248            14838.8293            12771.6563         0
   21    2        638.82      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   21    2        638.82      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   22    1        654.03      1      0.5888            12904.2404             1479.2899             3235.9467             8189.0037            12904.2404             1479.2899             3235.9467             8189.0037             8189.0037         0
   22    1        654.03      2      0.5703             8909.0064             1479.2899             1386.8343             6042.8822             8909.0064             1479.2899             1386.8343             6042.8822             6000.0000         0
   22    1        654.03      3      0.7200             5254.1803             1972.3866             2465.4832              816.3105             5254.1803             1972.3866             2465.4832              816.3105              816.3105         0
   22    1        654.03      4      0.6655            13098.4748              986.1933             2311.3905             9800.8910            13098.4748              986.1933             2311.3905             9800.8910             8000.0000         0
   22    1        654.03      5      0.4947             9392.1310              986.1933                0.0000             8405.9377             9392.1310              986.1933                0.0000             8405.9377             8405.9377         0
   22    1        654.03      6      0.6750            11315.6746             1972.3866             3698.2248             5645.0632            11315.6746             1972.3866             3698.2248             5645.0632             5645.0632         0
   22    1        654.03      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   22    1        654.03      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   22    2        669.24      1      0.5888            12904.2404             1479.2899             3235.9467             8189.0037            12904.2404             1479.2899             3235.9467             8189.0037             8189.0037         0
   22    2        669.24      2      0.5703             8909.0064             1479.2899             1386.8343             6042.8822             8909.0064             1479.2899             1386.8343             6042.8822             6000.0000         0
   22    2        669.24      3      0.7200             5263.4473             1972.3866             2465.4832              825.5774             5263.4473             1972.3866             2465.4832              825.5774              825.5774         0
   22    2        669.24      4      0.6657            13139.6309              986.1933             2311.3905             9842.0470            13139.6309              986.1933             2311.3905             9842.0470             8000.0000         0
   22    2        669.24      5      0.4947             9392.1310              986.1933                0.0000             8405.9377             9392.1310              986.1933                0.0000             8405.9377             8405.9377         0
   22    2        669.24      6      0.6750            11315.6746             1972.3866             3698.2248             5645.0632            11315.6746             1972.3866             3698.2248             5645.0632             5645.0632         0
   22    2        669.24      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   22    2        669.24      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    1        684.45      1      0.4800              578.4453              578.4453                0.0000                0.0000              578.4453              578.4453                0.0000                0.0000                0.0000         0
   23    1        684.45      2      0.4800              578.4546              578.4546                0.0000                0.0000              578.4546              578.4546                0.0000                0.0000                0.0000         0
   23    1        684.45      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    1        684.45      4      0.5600              771.6246              657.4622            2.4725E-10              114.1624              771.6246              657.4622            2.4725E-10              114.1624              114.1624         0
   23    1        684.45      5      0.4000              462.7652              462.7652                0.0000                0.0000              462.7652              462.7652                0.0000                0.0000                0.0000         0
   23    1        684.45      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    1        684.45      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    1        684.45      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    2        699.66      1      0.4800              578.4453              578.4453                0.0000                0.0000              578.4453              578.4453                0.0000                0.0000                0.0000         0
   23    2        699.66      2      0.4800              578.4546              578.4546                0.0000                0.0000              578.4546              578.4546                0.0000                0.0000                0.0000         0
   23    2        699.66      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    2        699.66      4      0.5600              703.9737              657.4622            1.7106E-10               46.5115              703.9737              657.4622            1.7106E-10               46.5115               46.5115         0
   23    2        699.66      5      0.4000              462.7652              462.7652                0.0000                0.0000              462.7652              462.7652                0.0000                0.0000                0.0000         0
   23    2        699.66      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    2        699.66      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   23    2        699.66      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    1        714.87      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      1   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      2   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      3   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      4   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      5   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      6   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      7   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
   24    2        730.08      8   -999.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000                0.0000         0
